#  TLB experiment
#  page size = 4096 bytes
#  max pages = 4096
#  total number or references = 1 Mi

#pages	 proc		 sum
1	 0.003716	 1048576
2	 0.003399	 1048576
3	 0.003371	 1048575
4	 0.003722	 1048576
5	 0.003037	 1048575
6	 0.002843	 1048572
7	 0.002667	 1048572
8	 0.002644	 1048576
9	 0.002728	 1048572
10	 0.002784	 1048570
11	 0.002685	 1048575
12	 0.002937	 1048572
13	 0.002713	 1048567
14	 0.002721	 1048572
15	 0.002724	 1048575
16	 0.002719	 1048576
17	 0.002848	 1048560
18	 0.002908	 1048572
19	 0.002902	 1048572
20	 0.002905	 1048560
21	 0.002937	 1048572
22	 0.002963	 1048564
23	 0.002866	 1048570
24	 0.002882	 1048560
25	 0.002750	 1048575
26	 0.002661	 1048554
27	 0.002704	 1048572
28	 0.002544	 1048572
29	 0.002528	 1048553
30	 0.002519	 1048560
31	 0.002509	 1048575
32	 0.002562	 1048576
33	 0.002798	 1048575
34	 0.002603	 1048560
35	 0.002612	 1048565
36	 0.002607	 1048572
37	 0.002602	 1048543
38	 0.002743	 1048572
39	 0.002598	 1048554
40	 0.002727	 1048560
41	 0.002581	 1048575
42	 0.002781	 1048572
43	 0.002615	 1048555
44	 0.002596	 1048564
45	 0.002632	 1048545
46	 0.002631	 1048570
47	 0.002654	 1048570
48	 0.002653	 1048560
49	 0.002666	 1048551
50	 0.002667	 1048550
51	 0.002667	 1048560
52	 0.002662	 1048528
53	 0.002657	 1048552
54	 0.002648	 1048572
55	 0.002640	 1048575
56	 0.002643	 1048544
57	 0.002635	 1048572
58	 0.002633	 1048524
59	 0.002641	 1048548
60	 0.002646	 1048560
61	 0.002635	 1048529
62	 0.002697	 1048544
63	 0.002887	 1048572
64	 0.002742	 1048576
65	 0.002847	 1048515
66	 0.002970	 1048542
67	 0.002787	 1048550
68	 0.002808	 1048560
69	 0.002807	 1048524
70	 0.003003	 1048530
71	 0.003705	 1048528
72	 0.002928	 1048536
73	 0.003258	 1048572
74	 0.002992	 1048506
75	 0.003024	 1048575
76	 0.003048	 1048572
77	 0.003062	 1048509
78	 0.003070	 1048554
79	 0.003076	 1048567
80	 0.003072	 1048560
81	 0.003060	 1048545
82	 0.003064	 1048534
83	 0.003074	 1048539
84	 0.003080	 1048572
85	 0.003056	 1048560
86	 0.003080	 1048512
87	 0.003061	 1048524
88	 0.003090	 1048520
89	 0.003091	 1048509
90	 0.003079	 1048500
91	 0.003093	 1048502
92	 0.003095	 1048524
93	 0.003033	 1048575
94	 0.003091	 1048570
95	 0.003090	 1048515
96	 0.003084	 1048512
97	 0.003078	 1048570
98	 0.003075	 1048502
99	 0.003064	 1048509
100	 0.003086	 1048500
101	 0.003080	 1048481
102	 0.003101	 1048560
103	 0.003103	 1048540
104	 0.003114	 1048528
105	 0.003113	 1048530
106	 0.003116	 1048552
107	 0.003103	 1048493
108	 0.003100	 1048572
109	 0.003107	 1048471
110	 0.003108	 1048520
111	 0.003117	 1048506
112	 0.003109	 1048544
113	 0.003108	 1048527
114	 0.003118	 1048572
115	 0.003134	 1048570
116	 0.003126	 1048524
117	 0.003138	 1048554
118	 0.003134	 1048548
119	 0.003129	 1048509
120	 0.003125	 1048560
121	 0.003118	 1048465
122	 0.003120	 1048468
123	 0.003122	 1048575
124	 0.003141	 1048544
125	 0.003129	 1048500
126	 0.003132	 1048572
127	 0.003150	 1048512
128	 0.003141	 1048576
129	 0.003138	 1048512
130	 0.003135	 1048450
131	 0.003142	 1048524
132	 0.003142	 1048476
133	 0.003138	 1048572
134	 0.003141	 1048550
135	 0.003145	 1048545
136	 0.003142	 1048560
137	 0.003148	 1048461
138	 0.003154	 1048524
139	 0.003155	 1048477
140	 0.003150	 1048460
141	 0.003151	 1048476
142	 0.003170	 1048528
143	 0.003172	 1048476
144	 0.003148	 1048464
145	 0.003146	 1048495
146	 0.003156	 1048572
147	 0.003159	 1048551
148	 0.003162	 1048432
149	 0.003160	 1048513
150	 0.003159	 1048500
151	 0.003161	 1048544
152	 0.003175	 1048496
153	 0.003164	 1048509
154	 0.003163	 1048432
155	 0.003162	 1048575
156	 0.003168	 1048476
157	 0.003168	 1048446
158	 0.003160	 1048488
159	 0.003166	 1048446
160	 0.003166	 1048480
161	 0.003163	 1048432
162	 0.003172	 1048464
163	 0.003168	 1048416
164	 0.003173	 1048452
165	 0.003175	 1048575
166	 0.003176	 1048456
167	 0.003173	 1048426
168	 0.003179	 1048488
169	 0.003180	 1048476
170	 0.003182	 1048560
171	 0.003177	 1048572
172	 0.003179	 1048512
173	 0.003170	 1048553
174	 0.003175	 1048524
175	 0.003181	 1048425
176	 0.003176	 1048432
177	 0.003174	 1048548
178	 0.003170	 1048420
179	 0.003220	 1048403
180	 0.003178	 1048500
181	 0.003176	 1048533
182	 0.003175	 1048502
183	 0.003174	 1048407
184	 0.003185	 1048432
185	 0.003174	 1048395
186	 0.003174	 1048482
187	 0.003175	 1048509
188	 0.003173	 1048476
189	 0.003175	 1048572
190	 0.003179	 1048420
191	 0.003183	 1048399
192	 0.003172	 1048512
193	 0.003170	 1048569
194	 0.005512	 1048570
195	 0.003515	 1048515
196	 0.003571	 1048404
197	 0.003528	 1048434
198	 0.003489	 1048410
199	 0.003491	 1048531
200	 0.003407	 1048400
201	 0.003263	 1048416
202	 0.003266	 1048380
203	 0.003252	 1048495
204	 0.003173	 1048560
205	 0.003183	 1048575
206	 0.003171	 1048540
207	 0.003170	 1048455
208	 0.003167	 1048528
209	 0.003167	 1048553
210	 0.003166	 1048530
211	 0.003163	 1048459
212	 0.003165	 1048552
213	 0.003166	 1048386
214	 0.003167	 1048386
215	 0.003169	 1048555
216	 0.003166	 1048464
217	 0.003167	 1048544
218	 0.003175	 1048362
219	 0.003168	 1048572
220	 0.003166	 1048520
221	 0.003169	 1048424
222	 0.003164	 1048506
223	 0.003164	 1048546
224	 0.003169	 1048544
225	 0.003169	 1048500
226	 0.003168	 1048414
227	 0.003167	 1048513
228	 0.003170	 1048572
229	 0.003167	 1048362
230	 0.003169	 1048570
231	 0.003165	 1048509
232	 0.003161	 1048408
233	 0.003163	 1048500
234	 0.003160	 1048554
235	 0.003166	 1048570
236	 0.003170	 1048548
237	 0.003163	 1048488
238	 0.003164	 1048390
239	 0.003164	 1048493
240	 0.003162	 1048560
241	 0.003164	 1048350
242	 0.003162	 1048344
243	 0.003164	 1048545
244	 0.003163	 1048468
245	 0.003162	 1048355
246	 0.003164	 1048452
247	 0.003163	 1048515
248	 0.003167	 1048544
249	 0.003165	 1048539
250	 0.003163	 1048500
251	 0.003164	 1048427
252	 0.003171	 1048572
253	 0.003172	 1048432
254	 0.003165	 1048512
255	 0.003221	 1048560
256	 0.003160	 1048576
257	 0.003163	 1048560
258	 0.003163	 1048512
259	 0.003162	 1048432
260	 0.003162	 1048320
261	 0.003159	 1048437
262	 0.003164	 1048524
263	 0.003162	 1048318
264	 0.003164	 1048344
265	 0.003175	 1048340
266	 0.003162	 1048572
267	 0.003166	 1048509
268	 0.003172	 1048416
269	 0.003163	 1048562
270	 0.003163	 1048410
271	 0.003162	 1048499
272	 0.003164	 1048560
273	 0.003159	 1048320
274	 0.003159	 1048324
275	 0.003159	 1048575
276	 0.003162	 1048524
277	 0.003161	 1048445
278	 0.003160	 1048338
279	 0.003159	 1048482
280	 0.003159	 1048320
281	 0.003160	 1048411
282	 0.003160	 1048476
283	 0.003160	 1048515
284	 0.003165	 1048528
285	 0.003158	 1048515
286	 0.003163	 1048476
287	 0.003160	 1048411
288	 0.003161	 1048320
289	 0.003158	 1048492
290	 0.003156	 1048350
291	 0.003159	 1048473
292	 0.003160	 1048572
293	 0.003159	 1048354
294	 0.003159	 1048404
295	 0.003156	 1048430
296	 0.003159	 1048432
297	 0.003159	 1048410
298	 0.003157	 1048364
299	 0.003153	 1048294
300	 0.003160	 1048500
301	 0.003157	 1048383
302	 0.003159	 1048544
303	 0.003157	 1048380
304	 0.003155	 1048496
305	 0.003156	 1048285
306	 0.003158	 1048356
307	 0.003157	 1048405
308	 0.003159	 1048432
309	 0.003156	 1048437
310	 0.003156	 1048420
311	 0.003154	 1048381
312	 0.003164	 1048320
313	 0.003155	 1048550
314	 0.003156	 1048446
315	 0.003156	 1048320
316	 0.003161	 1048488
317	 0.003154	 1048319
318	 0.003154	 1048446
319	 0.003155	 1048553
320	 0.003155	 1048320
321	 0.003154	 1048386
322	 0.003154	 1048432
323	 0.003152	 1048458
324	 0.003155	 1048464
325	 0.003155	 1048450
326	 0.003155	 1048416
327	 0.003153	 1048362
328	 0.003152	 1048288
329	 0.003157	 1048523
330	 0.003155	 1048410
331	 0.003160	 1048277
332	 0.003154	 1048456
333	 0.003151	 1048284
334	 0.003155	 1048426
335	 0.003156	 1048550
336	 0.003155	 1048320
337	 0.003151	 1048407
338	 0.003154	 1048476
339	 0.003155	 1048527
340	 0.003156	 1048560
341	 0.003162	 1048575
342	 0.003153	 1048572
343	 0.003153	 1048551
344	 0.003154	 1048512
345	 0.003151	 1048455
346	 0.003152	 1048380
347	 0.003156	 1048287
348	 0.003157	 1048524
349	 0.003159	 1048396
350	 0.003153	 1048250
351	 0.003154	 1048437
352	 0.003154	 1048256
353	 0.003153	 1048410
354	 0.003156	 1048548
355	 0.003153	 1048315
356	 0.003149	 1048420
357	 0.003155	 1048509
358	 0.003151	 1048224
359	 0.003151	 1048280
360	 0.003163	 1048320
361	 0.003149	 1048344
362	 0.003152	 1048352
363	 0.003158	 1048344
364	 0.003154	 1048320
365	 0.003151	 1048280
366	 0.003147	 1048224
367	 0.003151	 1048519
368	 0.003151	 1048432
369	 0.003169	 1048329
370	 0.003150	 1048210
371	 0.003153	 1048446
372	 0.003153	 1048296
