Time on iteration 0: 0.004652
Time on iteration 1: 0.004616
Time on iteration 2: 0.004921
Time on iteration 3: 0.005723
Time on iteration 4: 0.004354
Time on iteration 5: 0.004289
Time on iteration 6: 0.004199
Time on iteration 7: 0.004047
Time on iteration 8: 0.003737
Time on iteration 9: 0.003700
Time on iteration 10: 0.003680
Time on iteration 11: 0.004573
Time on iteration 12: 0.003606
Time on iteration 13: 0.003597
Time on iteration 14: 0.003572
Time on iteration 15: 0.003548
Time on iteration 16: 0.003453
Time on iteration 17: 0.006409
Time on iteration 18: 0.003490
Time on iteration 19: 0.003457
Time on iteration 20: 0.004603
Time on iteration 21: 0.003343
Time on iteration 22: 0.003349
Time on iteration 23: 0.003341
Time on iteration 24: 0.003232
Time on iteration 25: 0.003271
Time on iteration 26: 0.003271
Time on iteration 27: 0.003173
Time on iteration 28: 0.003056
Time on iteration 29: 0.003044
Time on iteration 30: 0.003361
Time on iteration 31: 0.005632
Time on iteration 32: 0.003043
Time on iteration 33: 0.003081
Time on iteration 34: 0.003047
Time on iteration 35: 0.003055
Time on iteration 36: 0.003087
Time on iteration 37: 0.003092
Time on iteration 38: 0.003049
Time on iteration 39: 0.003061
Time on iteration 40: 0.003044
Time on iteration 41: 0.003048
Time on iteration 42: 0.003076
Time on iteration 43: 0.003063
Time on iteration 44: 0.003048
Time on iteration 45: 0.003043
Time on iteration 46: 0.003047
Time on iteration 47: 0.003046
Time on iteration 48: 0.003048
Time on iteration 49: 0.003043
Time on iteration 50: 0.003082
Time on iteration 51: 0.003047
Time on iteration 52: 0.003054
Time on iteration 53: 0.003044
Time on iteration 54: 0.003085
Time on iteration 55: 0.003073
Time on iteration 56: 0.003061
Time on iteration 57: 0.003052
Time on iteration 58: 0.005061
Time on iteration 59: 0.003050
Time on iteration 60: 0.003044
Time on iteration 61: 0.003077
Time on iteration 62: 0.003063
Time on iteration 63: 0.003050
Time on iteration 64: 0.004891
Time on iteration 65: 0.003049
Time on iteration 66: 0.004920
Time on iteration 67: 0.003049
Time on iteration 68: 0.003043
Time on iteration 69: 0.003488
Time on iteration 70: 0.003047
Time on iteration 71: 0.003057
Time on iteration 72: 0.003043
Time on iteration 73: 0.003088
Time on iteration 74: 0.003046
Time on iteration 75: 0.003047
Time on iteration 76: 0.004515
Time on iteration 77: 0.003047
Time on iteration 78: 0.003043
Time on iteration 79: 0.003047
Time on iteration 80: 0.003071
Time on iteration 81: 0.003046
Time on iteration 82: 0.003044
Time on iteration 83: 0.005110
Time on iteration 84: 0.003043
Time on iteration 85: 0.003098
Time on iteration 86: 0.003092
Time on iteration 87: 0.003234
Time on iteration 88: 0.003538
Time on iteration 89: 0.003239
Time on iteration 90: 0.003281
Time on iteration 91: 0.003273
Time on iteration 92: 0.003244
Time on iteration 93: 0.003116
Time on iteration 94: 0.003048
Time on iteration 95: 0.003062
Time on iteration 96: 0.003061
Time on iteration 97: 0.003047
Time on iteration 98: 0.003047
Time on iteration 99: 0.003043
